source_id	subjects_num	sessions_num	sessions_min	sessions_max	bold_num	t1w_num	t2w_num	bold_size	t1w_size	bold_size_max	bold_duration_total	bold_duration_mean	bold_voxels_total	bold_voxels_mean	datatypes
ds001894	188	237	1	2	1891	237	0	220799591313	1939441133	116763401	741614.0	392.18085668958224	929464320	491520.0	anat,dwi,func
